Time,TrialID,RElbow_speed_event,LWrist_speed_event,LHeel_speed_event,RShoulder_speed_event,LShoulder_speed_event,RWrist_speed_event,RHeel_speed_event,LHip_speed_event,RHip_speed_event,RKnee_speed_event,LKnee_speed_event,LElbow_speed_event,Head_speed_event,LWrist_vert_vel_movement_event,RWrist_vert_vel_movement_event
2616.6666666666624,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2633.333333333329,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2649.9999999999955,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2666.666666666662,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2683.3333333333285,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2699.999999999996,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement
2716.666666666662,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,nomovement
2733.3333333333285,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,nomovement
2749.999999999995,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,movement,nomovement,nomovement
2766.666666666661,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,nomovement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2783.3333333333285,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2799.999999999995,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2816.666666666661,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2833.333333333328,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2849.9999999999945,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2866.666666666661,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,nomovement,nomovement
2883.333333333328,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
2899.9999999999945,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
2916.666666666661,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
2933.333333333328,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
2949.9999999999945,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
2966.666666666661,0_2_4_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
2983.333333333328,0_2_4_p0,nomovement,movement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
2999.999999999994,0_2_4_p0,nomovement,movement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
3016.666666666661,0_2_4_p0,nomovement,movement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
3033.333333333328,0_2_4_p0,movement,movement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
3049.999999999994,0_2_4_p0,movement,movement,nomovement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
3066.6666666666606,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement
3083.333333333328,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
3099.999999999994,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
3116.6666666666606,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3133.333333333327,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3149.9999999999936,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3166.66666666666,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3183.333333333327,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3199.999999999993,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3216.66666666666,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3233.3333333333267,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3249.999999999993,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3266.66666666666,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3283.3333333333267,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3299.999999999993,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3316.66666666666,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3333.333333333326,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3349.999999999993,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3366.66666666666,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3383.333333333326,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3399.9999999999927,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3416.6666666666592,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement
3433.333333333326,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement
3449.9999999999927,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement
3466.6666666666592,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement
3483.3333333333258,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,nomovement,movement,movement,movement,nomovement,movement,movement,movement,movement
3499.9999999999923,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement
3516.6666666666592,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement
3533.3333333333258,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,movement,nomovement,movement,movement,movement,movement
3549.9999999999923,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,movement,nomovement,movement,movement,movement,movement
3566.666666666659,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3583.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3599.9999999999923,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3616.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3633.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3649.999999999992,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3666.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3683.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3699.999999999992,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3716.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3733.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3749.999999999992,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3766.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3783.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3799.999999999992,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3816.666666666658,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3833.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3849.999999999992,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3866.666666666658,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3883.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3899.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3916.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3933.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3949.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,nomovement,movement,movement,movement,movement
3966.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
3983.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
3999.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4016.666666666658,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4033.333333333325,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4049.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4066.6666666666574,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4083.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4099.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement
4116.666666666657,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4133.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4149.999999999991,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4166.666666666657,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4183.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4199.99999999999,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4216.666666666657,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4233.333333333324,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4249.99999999999,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4266.666666666657,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4283.333333333323,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4299.99999999999,0_2_4_p0,movement,movement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4316.666666666657,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4333.333333333323,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4349.99999999999,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4366.666666666656,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4383.333333333323,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4399.99999999999,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4416.666666666656,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4433.333333333323,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4449.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4466.666666666656,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4483.333333333323,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4499.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4516.666666666656,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4533.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4549.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4566.666666666656,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4583.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4599.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4616.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4633.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4649.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4666.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4683.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4699.999999999989,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4716.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4733.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4749.999999999988,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4766.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,movement,movement,movement,movement,movement
4783.333333333322,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4799.999999999988,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4816.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4833.333333333321,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4849.999999999988,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4866.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4883.333333333321,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4899.999999999988,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4916.666666666655,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4933.333333333321,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4949.999999999988,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4966.666666666654,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4983.333333333321,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
4999.999999999987,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5016.666666666654,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5033.333333333321,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5049.999999999987,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5066.666666666654,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5083.33333333332,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5099.999999999987,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5116.666666666654,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5133.33333333332,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5149.999999999987,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5166.666666666653,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5183.33333333332,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5199.999999999987,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5216.666666666653,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5233.33333333332,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5249.999999999986,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5266.666666666653,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement
5283.33333333332,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,movement
5299.999999999986,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,movement
5316.666666666653,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,movement
5333.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,movement
5349.999999999986,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,movement
5366.666666666653,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5383.33333333332,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5399.999999999986,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5416.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5433.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5449.999999999986,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5466.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5483.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5499.999999999985,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5516.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5533.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5549.999999999985,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5566.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5583.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5599.999999999985,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5616.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5633.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5649.999999999985,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5666.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5683.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5699.999999999985,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5716.666666666652,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5733.333333333319,0_2_4_p0,movement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5749.9999999999845,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5766.666666666652,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5783.333333333319,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5799.9999999999845,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5816.666666666652,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5833.333333333318,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5849.9999999999845,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5866.666666666652,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5883.333333333318,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5899.9999999999845,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
5916.666666666651,0_2_4_p0,movement,movement,nomovement,movement,movement,movement,movement,movement,movement,movement,movement,movement,movement,nomovement,nomovement
