Time,TrialID,upper_body,head_mov,arms,lower_body,movement_in_trial
766.6666666666674,0_2_110_p1,movement,nomovement,nomovement,movement,movement
783.333333333334,0_2_110_p1,movement,nomovement,nomovement,movement,movement
800.0000000000008,0_2_110_p1,movement,nomovement,nomovement,movement,movement
816.6666666666675,0_2_110_p1,movement,nomovement,nomovement,movement,movement
833.3333333333343,0_2_110_p1,movement,nomovement,nomovement,movement,movement
850.000000000001,0_2_110_p1,movement,nomovement,nomovement,movement,movement
866.6666666666677,0_2_110_p1,movement,nomovement,nomovement,movement,movement
883.3333333333344,0_2_110_p1,movement,nomovement,nomovement,movement,movement
900.0000000000011,0_2_110_p1,movement,nomovement,nomovement,movement,movement
916.666666666668,0_2_110_p1,movement,nomovement,nomovement,movement,movement
933.3333333333346,0_2_110_p1,movement,nomovement,nomovement,movement,movement
950.0000000000013,0_2_110_p1,movement,nomovement,nomovement,movement,movement
966.666666666668,0_2_110_p1,movement,movement,nomovement,movement,movement
983.3333333333348,0_2_110_p1,movement,movement,nomovement,movement,movement
1000.0000000000014,0_2_110_p1,movement,movement,nomovement,movement,movement
1016.666666666668,0_2_110_p1,movement,movement,nomovement,movement,movement
1033.3333333333344,0_2_110_p1,movement,movement,nomovement,movement,movement
1050.0000000000011,0_2_110_p1,movement,movement,nomovement,movement,movement
1066.6666666666677,0_2_110_p1,movement,movement,nomovement,movement,movement
1083.3333333333344,0_2_110_p1,movement,movement,nomovement,movement,movement
1100.000000000001,0_2_110_p1,movement,movement,nomovement,movement,movement
1116.6666666666677,0_2_110_p1,movement,movement,nomovement,movement,movement
1133.3333333333342,0_2_110_p1,movement,movement,nomovement,movement,movement
1150.000000000001,0_2_110_p1,movement,movement,nomovement,movement,movement
1166.6666666666674,0_2_110_p1,movement,movement,nomovement,movement,movement
1183.333333333334,0_2_110_p1,movement,movement,nomovement,movement,movement
1200.000000000001,0_2_110_p1,movement,movement,nomovement,movement,movement
1216.6666666666672,0_2_110_p1,movement,movement,nomovement,movement,movement
1233.333333333334,0_2_110_p1,movement,movement,nomovement,movement,movement
1250.0000000000005,0_2_110_p1,movement,movement,nomovement,movement,movement
1266.666666666667,0_2_110_p1,movement,movement,nomovement,movement,movement
1283.3333333333337,0_2_110_p1,movement,movement,nomovement,movement,movement
1300.0000000000005,0_2_110_p1,movement,movement,nomovement,movement,movement
1316.666666666667,0_2_110_p1,movement,movement,nomovement,movement,movement
1333.3333333333337,0_2_110_p1,movement,movement,nomovement,movement,movement
1350.0,0_2_110_p1,movement,movement,nomovement,movement,movement
1366.6666666666667,0_2_110_p1,movement,movement,nomovement,movement,movement
1383.3333333333333,0_2_110_p1,movement,movement,nomovement,movement,movement
1400.0,0_2_110_p1,movement,movement,nomovement,movement,movement
1416.6666666666663,0_2_110_p1,movement,movement,nomovement,movement,movement
1433.333333333333,0_2_110_p1,movement,movement,nomovement,movement,movement
1449.9999999999995,0_2_110_p1,movement,movement,nomovement,movement,movement
1466.6666666666663,0_2_110_p1,movement,movement,nomovement,movement,movement
1483.333333333333,0_2_110_p1,movement,movement,nomovement,movement,movement
1499.9999999999995,0_2_110_p1,movement,movement,nomovement,movement,movement
1516.666666666666,0_2_110_p1,movement,movement,nomovement,movement,movement
1533.3333333333328,0_2_110_p1,movement,movement,nomovement,movement,movement
1549.999999999999,0_2_110_p1,movement,movement,nomovement,movement,movement
1566.666666666666,0_2_110_p1,movement,movement,nomovement,movement,movement
1583.3333333333326,0_2_110_p1,movement,movement,nomovement,movement,movement
1599.999999999999,0_2_110_p1,movement,movement,nomovement,movement,movement
1616.6666666666658,0_2_110_p1,movement,movement,nomovement,movement,movement
1633.3333333333323,0_2_110_p1,movement,movement,nomovement,movement,movement
1649.999999999999,0_2_110_p1,movement,movement,nomovement,movement,movement
1666.6666666666656,0_2_110_p1,movement,movement,nomovement,movement,movement
1683.3333333333323,0_2_110_p1,movement,movement,nomovement,movement,movement
1699.9999999999989,0_2_110_p1,movement,movement,nomovement,movement,movement
1716.6666666666656,0_2_110_p1,movement,movement,nomovement,movement,movement
1733.333333333332,0_2_110_p1,movement,movement,nomovement,movement,movement
1749.9999999999989,0_2_110_p1,movement,movement,nomovement,movement,movement
1766.6666666666654,0_2_110_p1,movement,movement,nomovement,movement,movement
1783.333333333332,0_2_110_p1,movement,movement,nomovement,movement,movement
1799.9999999999984,0_2_110_p1,movement,movement,nomovement,movement,movement
1816.6666666666647,0_2_110_p1,movement,movement,nomovement,movement,movement
1833.333333333332,0_2_110_p1,movement,movement,nomovement,movement,movement
1849.9999999999984,0_2_110_p1,movement,movement,nomovement,movement,movement
1866.666666666665,0_2_110_p1,movement,movement,nomovement,movement,movement
1883.333333333332,0_2_110_p1,movement,movement,nomovement,movement,movement
1899.999999999998,0_2_110_p1,movement,movement,nomovement,movement,movement
1916.6666666666647,0_2_110_p1,movement,movement,nomovement,movement,movement
1933.333333333332,0_2_110_p1,movement,movement,nomovement,movement,movement
1949.999999999998,0_2_110_p1,movement,movement,nomovement,movement,movement
1966.6666666666647,0_2_110_p1,movement,movement,nomovement,movement,movement
1983.3333333333312,0_2_110_p1,movement,movement,nomovement,movement,movement
1999.9999999999973,0_2_110_p1,movement,movement,nomovement,movement,movement
2016.6666666666645,0_2_110_p1,movement,movement,nomovement,movement,movement
2033.333333333331,0_2_110_p1,movement,movement,nomovement,movement,movement
2049.9999999999977,0_2_110_p1,movement,movement,nomovement,movement,movement
2066.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2083.3333333333308,0_2_110_p1,movement,movement,nomovement,movement,movement
2099.999999999997,0_2_110_p1,movement,movement,nomovement,movement,movement
2116.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2133.3333333333303,0_2_110_p1,movement,movement,nomovement,movement,movement
2149.999999999997,0_2_110_p1,movement,movement,nomovement,movement,movement
2166.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2183.3333333333303,0_2_110_p1,movement,movement,nomovement,movement,movement
2199.9999999999973,0_2_110_p1,movement,movement,nomovement,movement,movement
2216.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2233.3333333333303,0_2_110_p1,movement,movement,nomovement,movement,movement
2249.999999999997,0_2_110_p1,movement,movement,nomovement,movement,movement
2266.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2283.3333333333303,0_2_110_p1,movement,movement,nomovement,movement,movement
2299.999999999997,0_2_110_p1,movement,movement,nomovement,movement,movement
2316.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2333.33333333333,0_2_110_p1,movement,movement,nomovement,movement,movement
2349.9999999999964,0_2_110_p1,movement,movement,nomovement,movement,movement
2366.666666666664,0_2_110_p1,movement,movement,nomovement,movement,movement
2383.33333333333,0_2_110_p1,movement,movement,nomovement,movement,movement
2399.9999999999964,0_2_110_p1,movement,movement,nomovement,movement,movement
2416.666666666663,0_2_110_p1,movement,movement,nomovement,movement,movement
2433.3333333333294,0_2_110_p1,movement,movement,nomovement,movement,movement
2449.9999999999964,0_2_110_p1,movement,movement,nomovement,movement,movement
2466.666666666663,0_2_110_p1,movement,movement,nomovement,movement,movement
2483.3333333333294,0_2_110_p1,movement,movement,nomovement,movement,movement
2499.999999999996,0_2_110_p1,movement,movement,nomovement,movement,movement
2516.6666666666624,0_2_110_p1,movement,movement,nomovement,movement,movement
2533.3333333333294,0_2_110_p1,movement,movement,nomovement,movement,movement
2549.999999999996,0_2_110_p1,movement,movement,nomovement,movement,movement
2566.6666666666624,0_2_110_p1,movement,movement,nomovement,movement,movement
2583.333333333329,0_2_110_p1,movement,movement,nomovement,movement,movement
2599.999999999996,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2616.6666666666624,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2633.333333333329,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2649.9999999999955,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2666.666666666662,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2683.3333333333285,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2699.999999999996,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2716.666666666662,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2733.3333333333285,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2749.999999999995,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2766.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2783.3333333333285,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2799.999999999995,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2816.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2833.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2849.9999999999945,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2866.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2883.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2899.9999999999945,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2916.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2933.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2949.9999999999945,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2966.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2983.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
2999.999999999994,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3016.666666666661,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3033.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3049.999999999994,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3066.6666666666606,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3083.333333333328,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3099.999999999994,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3116.6666666666606,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3133.333333333327,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3149.9999999999936,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3166.66666666666,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3183.333333333327,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3199.999999999993,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3216.66666666666,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3233.3333333333267,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3249.999999999993,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3266.66666666666,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3283.3333333333267,0_2_110_p1,nomovement,movement,nomovement,movement,movement
3299.999999999993,0_2_110_p1,movement,movement,nomovement,movement,movement
3316.66666666666,0_2_110_p1,movement,movement,nomovement,movement,movement
3333.333333333326,0_2_110_p1,movement,movement,nomovement,movement,movement
3349.999999999993,0_2_110_p1,movement,movement,nomovement,movement,movement
3366.66666666666,0_2_110_p1,movement,movement,nomovement,movement,movement
3383.333333333326,0_2_110_p1,movement,movement,nomovement,movement,movement
3399.9999999999927,0_2_110_p1,movement,movement,nomovement,movement,movement
3416.6666666666592,0_2_110_p1,movement,movement,nomovement,movement,movement
3433.333333333326,0_2_110_p1,movement,movement,nomovement,movement,movement
3449.9999999999927,0_2_110_p1,movement,movement,nomovement,movement,movement
3466.6666666666592,0_2_110_p1,movement,movement,nomovement,movement,movement
3483.3333333333258,0_2_110_p1,movement,movement,nomovement,movement,movement
3499.9999999999923,0_2_110_p1,movement,movement,nomovement,movement,movement
3516.6666666666592,0_2_110_p1,movement,movement,nomovement,movement,movement
3533.3333333333258,0_2_110_p1,movement,movement,nomovement,movement,movement
3549.9999999999923,0_2_110_p1,movement,movement,nomovement,movement,movement
3566.666666666659,0_2_110_p1,movement,movement,nomovement,movement,movement
3583.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3599.9999999999923,0_2_110_p1,movement,movement,nomovement,movement,movement
3616.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3633.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3649.999999999992,0_2_110_p1,movement,movement,nomovement,movement,movement
3666.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3683.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3699.999999999992,0_2_110_p1,movement,movement,nomovement,movement,movement
3716.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3733.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3749.999999999992,0_2_110_p1,movement,movement,nomovement,movement,movement
3766.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3783.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3799.999999999992,0_2_110_p1,movement,movement,nomovement,movement,movement
3816.666666666658,0_2_110_p1,movement,movement,nomovement,movement,movement
3833.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3849.999999999992,0_2_110_p1,movement,movement,nomovement,movement,movement
3866.666666666658,0_2_110_p1,movement,movement,nomovement,movement,movement
3883.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
3899.999999999991,0_2_110_p1,movement,movement,nomovement,movement,movement
3916.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3933.333333333324,0_2_110_p1,movement,movement,nomovement,movement,movement
3949.999999999991,0_2_110_p1,movement,movement,nomovement,movement,movement
3966.6666666666574,0_2_110_p1,movement,movement,nomovement,movement,movement
3983.333333333324,0_2_110_p1,movement,movement,nomovement,movement,movement
3999.999999999991,0_2_110_p1,movement,movement,nomovement,movement,movement
4016.666666666658,0_2_110_p1,movement,movement,nomovement,movement,movement
4033.333333333325,0_2_110_p1,movement,movement,nomovement,movement,movement
4049.999999999991,0_2_110_p1,movement,movement,movement,movement,movement
4066.6666666666574,0_2_110_p1,movement,movement,movement,movement,movement
4083.333333333324,0_2_110_p1,movement,movement,movement,movement,movement
4099.999999999991,0_2_110_p1,movement,movement,movement,movement,movement
4116.666666666657,0_2_110_p1,movement,movement,movement,movement,movement
4133.333333333324,0_2_110_p1,movement,movement,movement,movement,movement
4149.999999999991,0_2_110_p1,movement,movement,movement,movement,movement
4166.666666666657,0_2_110_p1,movement,movement,movement,movement,movement
4183.333333333324,0_2_110_p1,movement,movement,movement,movement,movement
4199.99999999999,0_2_110_p1,movement,movement,movement,movement,movement
4216.666666666657,0_2_110_p1,movement,movement,movement,movement,movement
4233.333333333324,0_2_110_p1,movement,movement,movement,movement,movement
4249.99999999999,0_2_110_p1,movement,movement,movement,movement,movement
4266.666666666657,0_2_110_p1,movement,movement,movement,movement,movement
4283.333333333323,0_2_110_p1,movement,movement,movement,movement,movement
4299.99999999999,0_2_110_p1,movement,movement,movement,movement,movement
4316.666666666657,0_2_110_p1,movement,movement,movement,movement,movement
4333.333333333323,0_2_110_p1,movement,movement,movement,movement,movement
4349.99999999999,0_2_110_p1,movement,movement,movement,movement,movement
4366.666666666656,0_2_110_p1,movement,movement,movement,movement,movement
4383.333333333323,0_2_110_p1,movement,movement,movement,movement,movement
4399.99999999999,0_2_110_p1,movement,movement,movement,movement,movement
4416.666666666656,0_2_110_p1,movement,movement,movement,movement,movement
4433.333333333323,0_2_110_p1,movement,movement,movement,movement,movement
4449.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4466.666666666656,0_2_110_p1,movement,movement,movement,movement,movement
4483.333333333323,0_2_110_p1,movement,movement,movement,movement,movement
4499.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4516.666666666656,0_2_110_p1,movement,movement,movement,movement,movement
4533.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4549.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4566.666666666656,0_2_110_p1,movement,movement,movement,movement,movement
4583.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4599.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4616.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4633.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4649.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4666.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4683.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4699.999999999989,0_2_110_p1,movement,movement,movement,movement,movement
4716.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4733.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4749.999999999988,0_2_110_p1,movement,movement,movement,movement,movement
4766.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4783.333333333322,0_2_110_p1,movement,movement,movement,movement,movement
4799.999999999988,0_2_110_p1,movement,movement,movement,movement,movement
4816.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4833.333333333321,0_2_110_p1,movement,movement,movement,movement,movement
4849.999999999988,0_2_110_p1,movement,movement,movement,movement,movement
4866.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4883.333333333321,0_2_110_p1,movement,movement,movement,movement,movement
4899.999999999988,0_2_110_p1,movement,movement,movement,movement,movement
4916.666666666655,0_2_110_p1,movement,movement,movement,movement,movement
4933.333333333321,0_2_110_p1,movement,movement,movement,movement,movement
4949.999999999988,0_2_110_p1,movement,movement,movement,movement,movement
4966.666666666654,0_2_110_p1,movement,movement,movement,movement,movement
4983.333333333321,0_2_110_p1,movement,movement,movement,movement,movement
4999.999999999987,0_2_110_p1,nomovement,movement,movement,movement,movement
5016.666666666654,0_2_110_p1,nomovement,movement,movement,movement,movement
5033.333333333321,0_2_110_p1,nomovement,movement,nomovement,movement,movement
